,p,to,q
706,261335.618773,33.1916666667,1686385.78626
707,237606.600683,33.2,1590464.28086
708,261256.858464,33.2083333333,1692051.49055
709,239308.472312,33.2166666667,1593313.20816
710,246233.880136,33.225,1640626.30048
711,263229.3315,33.2333333333,1681392.68561
712,236598.605525,33.2416666667,1602379.0985
713,264624.066432,33.25,1697758.27088
714,239680.211822,33.2583333333,1603363.69852
715,264283.879441,33.2666666667,1703471.48863
716,241436.266089,33.275,1606149.5655
717,264571.45152,33.2833333333,1708105.35032
718,242657.876163,33.2916666667,1609696.39583
719,249365.499417,33.3,1656705.90622
720,240553.158427,33.31,1602244.38208
721,221515.444834,33.32,1512826.43811
722,240685.735605,33.33,1623743.0768
723,223100.985197,33.34,1521361.1145
724,241153.823789,33.35,1630290.59518
725,223937.617424,33.36,1527041.81266
726,228324.281254,33.37,1577749.25492
727,246852.252689,33.38,1616789.97944
728,222815.77357,33.39,1531827.71717
729,246453.476605,33.4,1635251.44862
730,224913.827965,33.41,1537433.01789
731,246463.965611,33.42,1641306.77856
732,226566.324251,33.43,1540478.13489
733,247240.386868,33.44,1645750.70067
734,227754.402715,33.45,1544665.51421
735,233276.769309,33.46,1594198.29689
736,250364.878756,33.47,1634897.27796
737,224583.404384,33.48,1556284.89596
738,251410.755609,33.49,1652510.04674
739,227865.402985,33.5,1557398.1451
740,251053.25667,33.51,1658608.36661
741,229717.422935,33.52,1560709.21246
742,236368.671502,33.53,1608016.04728
743,252922.140898,33.54,1649729.4466
744,227204.706039,33.55,1570885.18307
745,254273.400971,33.56,1666516.05265
746,230300.382591,33.57,1572893.51978
747,253845.687703,33.58,1672806.65692
748,232040.762725,33.59,1576461.34283
749,238827.892894,33.6,1623168.45507
750,253709.771492,33.61,1665841.91418
751,227927.500884,33.62,1587720.25591
752,255280.124528,33.63,1682306.77361
753,231059.699757,33.64,1588731.37879
754,254713.129688,33.65,1688492.27908
755,232745.492537,33.66,1591723.85394
756,239299.602436,33.67,1639019.50975
757,256546.094719,33.68,1678664.07099
758,229450.819284,33.69,1602372.547
759,257625.954368,33.7,1695684.80235
760,232666.579301,33.71,1602910.93918
761,256901.656964,33.72,1702281.63918
762,234437.188008,33.73,1605892.94513
763,241284.293861,33.74,1653010.29623
764,258529.527165,33.75,1692793.0396
765,231218.108788,33.76,1616385.01067
766,259653.277458,33.77,1709690.13156
767,234396.840121,33.78,1617103.16807
768,258907.097679,33.79,1716423.73046
769,230566.539182,33.8,1620064.07527
770,238094.48202,33.81,1667353.47051
771,255511.413207,33.82,1707100.34524
772,228636.431785,33.83,1630778.40423
773,256827.092977,33.84,1723916.49392
774,231996.543746,33.85,1631492.15934
775,256293.376744,33.86,1730724.89926
776,233976.056153,33.87,1634881.53424
777,240933.397768,33.88,1681744.31052
778,258300.221882,33.89,1721700.62616
779,230563.102263,33.9,1643108.62822
780,289032.009684,33.9083333333,1830772.05248
781,258627.958204,33.9166666667,1737762.61916
782,282664.921557,33.925,1838148.06628
783,258509.346145,33.9333333333,1743074.00529
784,266384.278839,33.9416666667,1789163.39006
785,285563.632308,33.95,1829376.48554
786,254869.386594,33.9583333333,1753643.64791
787,287425.43895,33.9666666667,1845374.06071
788,258035.535965,33.975,1755637.29097
789,269166.39097,33.9833333333,1798280.72398
790,286290.837619,33.9916666667,1840628.10564
791,256568.479642,34.0,1763765.80481
792,288732.342445,34.0083333333,1855931.35351
793,259240.590746,34.0166666667,1765995.98651
794,287987.55784,34.025,1862150.95492
795,260835.191228,34.0333333333,1769832.51046
796,270366.188303,34.0416666667,1814326.47189
797,288893.004074,34.05,1855236.89163
798,257820.92486,34.0583333333,1779837.96659
799,290894.915117,34.0666666667,1871247.31652
800,260784.580897,34.075,1781724.21999
801,272116.849668,34.0833333333,1824089.57805
802,289534.262955,34.0916666667,1865668.31087
803,259031.150016,34.1,1789600.76328
804,292076.51601,34.1083333333,1881256.12246
805,261907.344132,34.1166666667,1791978.38561
806,273336.508832,34.125,1834532.33473
807,290950.547655,34.1333333333,1876125.61039
808,260157.428603,34.1416666667,1800046.74446
809,293500.631823,34.15,1891402.92311
810,262796.70398,34.1583333333,1801143.58356
811,292270.100872,34.1666666667,1895951.64954
812,264094.276774,34.175,1803316.55738
813,273956.577479,34.1833333333,1846511.28017
814,292426.189184,34.1916666667,1886213.81004
815,260537.589254,34.2,1809821.53228
816,294163.902208,34.2083333333,1899844.81287
817,263135.602654,34.2166666667,1809464.60826
818,274691.427099,34.225,1850546.70978
819,292081.655332,34.2333333333,1891335.82538
820,262064.48355,34.2416666667,1810271.47369
821,276733.633275,34.25,1847287.44875
822,291511.489677,34.2583333333,1890339.40783
823,262025.651634,34.2666666667,1810819.80035
824,294292.9758,34.275,1902416.00784
825,263910.868168,34.2833333333,1811064.23057
826,275051.683332,34.2916666667,1852568.10118
827,292921.19146,34.3,1893018.23216
828,261264.897435,34.3083333333,1815752.11996
829,295051.213987,34.3166666667,1906009.42596
830,263767.588567,34.325,1815228.3412
831,275413.145524,34.3333333333,1855984.79852
832,292945.854966,34.3416666667,1896404.26926
833,261372.623991,34.35,1818543.46943
834,295159.943189,34.3583333333,1908825.6616
835,263863.513436,34.3666666667,1818100.07363
836,275560.459436,34.375,1859015.51693
837,293190.18217,34.3833333333,1899470.09486
838,261488.228159,34.3916666667,1821519.17353
839,276858.814356,34.4,1858117.93048
840,291738.224987,34.3816666667,1900580.31793
841,261372.259349,34.3633333333,1816646.50051
842,293645.697403,34.345,1908375.45625
843,263146.664089,34.3266666667,1816700.0804
844,274132.76716,34.3083333333,1857997.04871
845,291972.716911,34.29,1898009.84473
846,259963.737636,34.2716666667,1820121.99785
847,275243.062774,34.2533333333,1856529.77183
848,289974.917343,34.235,1898988.4166
849,261499.955952,34.2166666667,1814422.49592
850,293295.517646,34.1983333333,1905618.62992
851,262353.26342,34.18,1813763.70809
852,273382.826195,34.1616666667,1854841.94414
853,291150.025828,34.1433333333,1894997.59157
854,259106.931208,34.125,1816712.67336
855,274416.44505,34.1066666667,1853095.24444
856,289134.115965,34.0883333333,1895462.23614
857,259344.44717,34.07,1814933.70513
858,273210.282595,34.0516666667,1852612.73963
859,288708.228456,34.0333333333,1894339.97122
860,258352.610392,34.015,1814368.71039
861,290834.189545,33.9966666667,1904578.31716
862,260352.040717,33.9783333333,1814275.68062
863,271182.466737,33.96,1853579.24377
864,288825.233509,33.9416666667,1893621.48722
865,257212.831402,33.9233333333,1816360.59584
866,272183.094564,33.905,1851345.68362
867,286818.631114,33.8866666667,1893301.83271
868,258012.165539,33.8683333333,1810129.78948
869,271125.656686,33.85,1845634.02027
870,286272.825395,33.8316666667,1887433.52064
871,256497.935143,33.8133333333,1810108.62366
872,270100.736287,33.795,1845473.95214
873,285307.492407,33.7766666667,1887260.75944
874,255826.172097,33.7583333333,1810580.81078
875,269230.570663,33.74,1845207.64951
876,284400.049849,33.7216666667,1886752.58954
877,255109.596762,33.7033333333,1810638.80178
878,268323.692657,33.685,1844581.9852
879,283450.390438,33.6666666667,1886051.40518
880,254388.377937,33.6483333333,1810399.2839
881,267504.240808,33.63,1844194.43894
882,282584.752363,33.6116666667,1885430.05739
883,253667.383269,33.5933333333,1809934.03488
884,266865.56984,33.575,1844630.75616
885,281750.157884,33.5566666667,1884882.08675
886,252949.775181,33.5383333333,1809252.90422
887,266185.332365,33.52,1844414.76779
888,280926.50594,33.5016666667,1884030.75011
889,252265.748635,33.4833333333,1808382.00028
890,265473.075622,33.465,1843796.36221
891,280143.193832,33.4466666667,1883162.92429
892,251632.139316,33.4283333333,1807639.5664
893,264807.030647,33.41,1843197.65608
894,279479.043201,33.3916666667,1882587.64747
895,251051.570611,33.3733333333,1807007.13107
896,264149.261604,33.355,1842405.98628
897,278764.522442,33.3366666667,1881678.63852
898,250463.839255,33.3183333333,1806060.98498
899,263500.930164,33.3,1841444.54163
900,277983.225557,33.255,1880641.37577
901,249770.696853,33.21,1804799.47755
902,262705.653814,33.165,1840256.85192
903,260346.695895,33.12,1828438.97151
904,274893.692045,33.075,1879310.94084
905,250303.565002,33.03,1799874.25885
906,260766.263885,32.985,1838094.82197
907,276835.219263,32.94,1875712.15101
908,247796.274274,32.895,1801585.10695
909,261439.629307,32.85,1835824.68752
910,275466.523393,32.805,1875358.76591
911,248220.430581,32.76,1799294.01551
912,260676.866866,32.715,1835022.51498
913,258608.221457,32.67,1822873.25024
914,272941.64961,32.625,1873982.11759
915,248843.561966,32.58,1794257.41586
916,259034.336672,32.535,1832744.51167
917,275116.200585,32.49,1870014.5434
918,246409.440655,32.445,1796235.19558
919,259900.592129,32.4,1830243.8343
920,257261.578188,32.355,1815773.75874
921,271802.229299,32.31,1866040.8617
922,247589.063653,32.265,1786695.93708
923,257859.070987,32.22,1825219.59779
924,273783.591647,32.175,1862600.50509
925,245404.274192,32.13,1788981.56934
926,258690.549342,32.085,1823026.74952
927,255995.181588,32.04,1811492.13349
928,273376.545234,31.995,1854813.96022
929,244650.755195,31.95,1785600.98104
930,257775.766429,31.905,1818330.94599
931,255717.790731,31.86,1810445.51066
932,274899.468213,31.815,1847070.54277
933,243648.069793,31.77,1784302.94977
934,259801.250146,31.725,1813049.54007
935,276247.116273,31.68,1844012.63062
936,242788.635613,31.635,1783931.5249
937,261996.404636,31.59,1810064.63177
938,255837.572693,31.545,1800150.1504
939,277288.4538,31.5,1838706.76706
940,243345.254823,31.455,1777785.83297
941,262380.193461,31.41,1804238.80997
942,256319.643185,31.365,1794493.17704
943,277743.170272,31.32,1833423.92366
944,243767.778438,31.275,1772310.60682
945,262779.928816,31.23,1799094.66708
946,256749.022959,31.185,1789322.73272
947,278051.973704,31.14,1828391.75316
948,243995.522759,31.095,1767041.3056
949,262919.067644,31.05,1793894.8139
950,256912.528659,31.005,1784103.23838
951,257444.03801,30.96,1782394.87136
952,277680.19681,30.915,1820276.79574
953,243750.817493,30.87,1759872.95991
954,262695.057406,30.825,1786303.11255
955,256688.794242,30.78,1777098.13292
956,278077.800693,30.735,1815231.46597
957,243645.596024,30.69,1755167.27887
958,262693.63771,30.645,1781158.2702
959,256598.261768,30.6,1772201.25339
960,257287.298398,30.5616666667,1770858.38581
961,278468.769611,30.5233333333,1809212.76828
962,243583.177298,30.485,1749855.40772
963,262719.648098,30.4466666667,1775255.00861
964,256359.077335,30.4083333333,1766347.6281
965,277715.953787,30.37,1804095.01137
966,242872.977688,30.3316666667,1744364.1135
967,261931.700944,30.2933333333,1769926.0783
968,255530.973776,30.255,1760892.62879
969,255866.789212,30.2166666667,1758273.67387
970,275909.866106,30.1783333333,1796092.65157
971,241477.229911,30.14,1736286.17991
972,260531.460782,30.1016666667,1763676.89116
973,254377.260589,30.0633333333,1755010.75355
974,254895.925108,30.025,1754378.14772
975,274932.850856,29.9866666667,1792413.1915
976,240530.086996,29.9483333333,1732499.24005
977,259172.553953,29.91,1758074.12924
978,252929.772723,29.8716666667,1749129.32049
979,253165.521046,29.8333333333,1746617.8588
980,273030.560825,29.795,1784666.63813
981,238941.902077,29.7566666667,1724671.49303
982,257412.90696,29.7183333333,1750406.42768
983,251311.778437,29.68,1741717.01828
984,251486.552537,29.6416666667,1739254.64127
985,250732.474302,29.6033333333,1736640.9362
986,270683.494768,29.565,1776119.25531
987,237000.042023,29.5266666667,1717120.96019
988,255361.676609,29.4883333333,1743275.33863
989,249293.207676,29.45,1734486.45643
990,249735.904558,29.4116666667,1733627.67724
991,249115.499331,29.3733333333,1731614.43681
992,269014.655205,29.335,1771720.53527
993,235728.989663,29.2966666667,1714232.75669
994,254357.871253,29.2583333333,1742627.13262
995,248391.564488,29.22,1735307.01454
996,249001.835089,29.1816666667,1735019.37944
997,248510.620693,29.1433333333,1734451.09061
998,268567.343879,29.105,1774927.54465
999,234743.856076,29.0666666667,1713179.88941
1000,252856.527286,29.0283333333,1740467.14237
1001,247360.685418,28.99,1733764.7032
1002,247683.355028,28.9516666667,1733083.62046
1003,247570.290377,28.9133333333,1735202.20041
1004,247251.502093,28.875,1733984.8763
1005,267014.338571,28.8366666667,1774363.90484
1006,233854.260712,28.7983333333,1716229.1758
1007,252354.139139,28.76,1744633.80522
1008,246510.798136,28.7216666667,1737657.9171
1009,247098.99564,28.6833333333,1737697.35465
1010,246592.367262,28.645,1737368.96528
1011,246354.393694,28.6066666667,1737247.94806
1012,266123.219043,28.5683333333,1777852.01608
1013,233002.732164,28.53,1719903.41613
1014,251531.732376,28.4916666667,1748452.23918
1015,245715.389384,28.4533333333,1741783.65474
1016,246397.409903,28.415,1742085.79406
1017,245869.253269,28.3766666667,1741880.03096
1018,245655.107727,28.3383333333,1741898.20017
1019,245331.495428,28.3,1741924.97563
1020,203623.13304,28.3,1612212.87314
1021,199880.088419,28.3,1526006.26491
1022,206430.458322,28.3,1567719.62409
1023,205043.260836,28.3,1546690.10068
1024,204768.73658,28.3,1541701.57385
1025,205429.615335,28.3,1543498.46093
1026,204934.012085,28.3,1540174.1348
1027,204756.864763,28.3,1538850.53409
1028,204600.712735,28.3,1537817.98952
1029,204442.872893,28.3,1536817.87412
1030,211571.540242,28.3,1597362.97823
1031,200872.474865,28.3,1503944.35562
1032,206114.355086,28.3,1554555.5132
1033,204756.488653,28.3,1539562.45594
1034,204725.922811,28.3,1540148.10284
1035,204611.921936,28.3,1539075.98211
1036,204580.847928,28.3,1538811.90072
1037,204509.299802,28.3,1538311.36156
1038,204463.861545,28.3,1537937.94658
1039,204416.618239,28.3,1537625.16298
1040,204392.672716,28.3,1537463.07228
1041,211599.520911,28.3,1603393.17706
1042,201168.347738,28.3,1507409.59938
1043,206667.023935,28.3,1561191.71683
1044,205663.906282,28.3,1549381.39825
1045,205691.04035,28.3,1550286.39882
1046,205655.413289,28.3,1549773.52847
1047,205692.821891,28.3,1550089.91965
1048,205714.355225,28.3,1550276.26041
1049,205738.005248,28.3,1550509.86392
1050,205542.966612,28.3,1548622.55456
1051,205326.586758,28.3,1546582.0098
1052,205114.68354,28.3,1544562.9931
1053,204394.049941,28.3,1537593.02649
1054,204133.491834,28.3,1535219.87506
1055,203929.508098,28.3,1533274.07769
1056,203711.465919,28.3,1531209.02086
1057,203484.558368,28.3,1529106.60031
1058,211107.306788,28.3,1600513.93662
1059,200197.565195,28.3,1486916.42203
1060,204896.920779,28.3,1546035.06262
1061,203264.67182,28.3,1526404.30975
1062,203130.757983,28.3,1526315.66094
1063,202866.35759,28.3,1523237.64526
1064,202635.133517,28.3,1521141.07859
1065,202387.144448,28.3,1518719.66305
1066,202219.357783,28.3,1517232.86622
1067,201981.884918,28.3,1514946.28808
1068,201739.865369,28.3,1512691.97973
1069,201498.09841,28.3,1510393.77615
1070,202507.070358,28.3,1508203.65676
1071,202185.970496,28.3,1505871.73022
1072,201939.312038,28.3,1503737.62877
1073,201708.930914,28.3,1501537.48692
1074,201478.146333,28.3,1499335.7265
1075,201237.660136,28.3,1497054.68756
1076,200988.913123,28.3,1494742.99729
1077,200734.95001,28.3,1492422.01771
1078,200477.228863,28.3,1490095.35449
1079,200216.754637,28.3,1487763.97621
1080,189247.087728,28.2816666667,1380049.54242
1081,188767.007637,28.2633333333,1379305.80933
1082,188611.49466,28.245,1375943.15672
1083,187540.896937,28.2266666667,1373651.05263
1084,187375.442369,28.2083333333,1371056.11132
1085,187160.005182,28.19,1368341.04349
1086,186927.13504,28.1716666667,1365552.9275
1087,186700.949922,28.1533333333,1362849.0094
1088,186465.008996,28.135,1360029.33972
1089,186225.469386,28.1166666667,1357150.81058
1090,186793.284428,28.0983333333,1354271.66117
