,p,to,q
4246,108755.863038,20.3683333333,519384.745307
4247,108755.863038,20.34,478114.870987
4248,108755.863038,20.3116666667,556278.454964
4249,108755.863038,20.2833333333,469476.939467
4250,108755.863038,20.255,551759.119695
4251,108755.863038,20.2266666667,510969.567662
4252,108755.863038,20.1983333333,472905.957111
4253,108755.863038,20.17,546696.38534
4254,108755.863038,20.1416666667,464350.563089
4255,108755.863038,20.1133333333,542912.472454
4256,108755.863038,20.085,461796.09929
4257,108755.863038,20.0566666667,538579.703483
4258,108755.863038,20.0283333333,500459.679245
4259,108755.863038,20.0,465319.828877
4260,108755.863038,20.0183333333,530135.561807
4261,108755.863038,20.0366666667,452703.946125
4262,108755.863038,20.055,525916.031698
4263,108755.863038,20.0733333333,490232.396277
4264,108755.863038,20.0916666667,456222.157202
4265,108755.863038,20.11,521847.411867
4266,108755.863038,20.1283333333,447595.925419
4267,108755.863038,20.1466666667,518226.194965
4268,108314.679487,20.165,445077.075942
4269,108755.863038,20.1833333333,514705.096817
4270,108755.863038,20.2016666667,482512.31847
4271,108755.863038,20.22,448784.406333
4272,108755.863038,20.2383333333,511688.455718
4273,107142.775103,20.2566666667,440201.229664
4274,108755.863038,20.275,508574.304343
4275,106570.429616,20.2933333333,437789.105739
4276,108755.863038,20.3116666667,505655.600625
4277,108755.863038,20.33,475138.050125
4278,107515.679988,20.3483333333,441633.278634
4279,108755.863038,20.3666666667,502962.679147
4280,105441.241005,20.385,433112.392252
4281,108755.863038,20.4033333333,500203.424485
4282,104885.375336,20.4216666667,430774.252088
4283,108755.863038,20.44,497467.343326
4284,108755.863038,20.4583333333,468015.535471
4285,105853.377466,20.4766666667,434700.629912
4286,108755.863038,20.495,495254.110437
4287,103795.747729,20.5133333333,426265.664788
4288,108755.863038,20.5316666667,492767.974783
4289,103253.202876,20.55,423984.873047
4290,108755.863038,20.5683333333,490403.86585
4291,108755.863038,20.5866666667,461096.051811
4292,104232.187623,20.605,427948.627264
4293,108755.863038,20.6233333333,488262.942119
4294,102192.189003,20.6416666667,419595.924606
4295,108755.863038,20.66,485833.013484
4296,101662.717901,20.6783333333,417371.841599
4297,108755.863038,20.6966666667,483527.064891
4298,108755.863038,20.715,454353.578071
4299,102649.453481,20.7333333333,421361.658634
4300,108755.863038,20.7516666667,481431.611068
4301,100623.361464,20.77,413074.402741
4302,108755.863038,20.7883333333,479041.4676
4303,100104.717956,20.8066666667,410896.723772
4304,108755.863038,20.825,476792.798488
4305,99618.1821609,20.8433333333,408822.681784
4306,108755.863038,20.8616666667,474549.179363
4307,108755.863038,20.88,445582.513732
4308,100592.343228,20.8983333333,412799.759775
4309,108755.863038,20.9166666667,472561.32537
4310,98751.5367922,20.935,405038.640258
4311,108755.863038,20.9533333333,470254.062393
4312,98308.125662,20.9716666667,403100.206391
4313,108755.863038,20.99,468037.843737
4314,107488.127998,21.0083333333,439190.642052
4315,99189.9392646,21.0266666667,406848.505718
4316,108755.863038,21.045,466103.86993
4317,97459.0644727,21.0633333333,399407.890479
4318,108755.863038,21.0816666667,463862.380953
4319,97022.7068794,21.1,397520.592898
4320,108755.863038,21.0533333333,456507.465742
4321,104429.910125,21.0066666667,426963.841707
4322,96573.7748889,20.96,395753.016476
4323,108755.863038,20.9133333333,453761.759205
4324,96417.3552923,20.8666666667,394795.767747
4325,108755.863038,20.82,451962.481095
4326,96376.8433683,20.7733333333,394533.543484
4327,108755.863038,20.7266666667,449451.198595
4328,96326.6648169,20.68,394242.680632
4329,108755.863038,20.6333333333,447450.590376
4330,102427.709196,20.5866666667,418683.394374
4331,96201.1803173,20.54,393763.772958
4332,108755.863038,20.4933333333,445555.235718
4333,96278.0762857,20.4466666667,393820.621423
4334,108547.114736,20.4,443406.504237
4335,96234.2877973,20.3533333333,393581.824652
4336,108113.27032,20.3066666667,441634.41804
4337,100907.30968,20.26,412466.959862
4338,96093.3069147,20.2133333333,393051.655876
4339,107695.577566,20.1666666667,439807.17624
4340,96188.7561118,20.12,393203.746858
4341,107087.920429,20.0733333333,437368.263261
4342,96133.7477365,20.0266666667,392944.743641
4343,106547.617074,19.98,435199.435157
4344,99644.02161,19.9333333333,407092.319935
4345,95988.5482881,19.8866666667,392425.262008
4346,106046.337206,19.84,433076.458828
4347,95939.8649945,19.7933333333,392536.767912
4348,105619.993776,19.7466666667,431333.028023
4349,95901.3745951,19.7,392304.709712
4350,105238.641115,19.6533333333,429759.627501
4351,95875.2587085,19.6066666667,392128.973081
4352,104582.26036,19.56,427097.451044
4353,97883.5893305,19.5133333333,400094.072171
4354,95732.7123803,19.4666666667,391586.220806
4355,104146.589033,19.42,425200.413386
4356,95848.2435604,19.3733333333,391821.027165
4357,103623.664817,19.3266666667,423106.718234
4358,95809.9593792,19.28,391623.487966
4359,103268.452215,19.2333333333,421695.290851
4360,96736.3063601,19.1866666667,395163.550598
4361,95670.3242,19.14,391124.793401
4362,102800.986417,19.0933333333,419726.708753
4363,95811.1998702,19.0466666667,391468.928638
4364,102308.411232,19.0,417772.028113
4365,95823.8968164,18.9533333333,391475.023035
4366,101739.632847,18.9066666667,415455.033507
4367,96621.7240492,18.86,394531.963917
4368,95642.9679807,18.8133333333,390822.57064
4369,101468.862346,18.7666666667,414328.236653
4370,95883.2542314,18.72,391578.404211
4371,100905.070846,18.6733333333,412029.681757
4372,95887.1087677,18.6266666667,391563.748806
4373,100642.293062,18.58,410923.936161
4374,96527.5010107,18.5333333333,394022.448664
4375,95721.3946092,18.4866666667,390977.177422
4376,100255.93252,18.44,409272.588884
4377,95934.9031596,18.3933333333,391673.870393
4378,99829.4753285,18.3466666667,407511.242462
4379,95938.7049466,18.3,391676.845879
4380,99319.2028123,18.3,405414.344325
4381,96401.0312493,18.3,393474.674981
4382,95816.8601413,18.3,391274.272526
4383,98964.7734307,18.3,403936.312876
4384,95970.4844343,18.3,391783.187244
4385,98642.2877854,18.3,402609.926406
4386,96340.5834652,18.3,393221.313659
4387,95890.9236518,18.3,391530.378474
4388,98407.1957353,18.3,401621.780201
4389,96018.86873,18.3,391954.751607
4390,97999.8328744,18.3,399954.967825
4391,96027.0143171,18.3,391989.723415
4392,97700.3878092,18.3,398724.968475
4393,96256.4552743,18.3,392882.29439
4394,95996.820998,18.3,391910.06796
4395,97260.7008286,18.3,396897.786751
4396,96073.9233855,18.3,392160.615344
4397,96815.7619961,18.3,395072.318008
4398,96207.7549447,18.3,392683.224961
4399,96079.7357479,18.3,392203.67165
4400,96832.5979048,18.3,395115.215667
4401,96135.1196407,18.3,392382.56129
4402,96795.1251475,18.3,394967.398661
4403,96162.3853509,18.3,392487.113887
4404,96804.2061647,18.3,394999.777333
4405,96259.6100879,18.3,392863.95405
4406,96192.3307043,18.3,392620.417762
4407,96806.1245475,18.3,394994.637424
4408,96242.5781242,18.3,392787.769581
4409,96768.7986552,18.3,394850.764273
4410,96336.150846,18.3,393153.423503
4411,96274.1196133,18.3,392927.217943
4412,96775.352833,18.3,394867.022228
4413,96317.7763172,18.3,393074.983979
4414,96752.9808645,18.3,394781.364079
4415,96411.5862085,18.3,393441.752784
4416,96353.9609427,18.3,393230.384868
4417,96754.6892284,18.3,394781.977064
4418,96392.0585392,18.3,393361.669099
4419,96721.8414957,18.3,394655.47021
4420,96485.4050189,18.3,393726.844223
4421,96433.2758668,18.3,393533.562218
4422,96725.5648944,18.3,394665.771506
4423,96465.9992307,18.3,393648.8128
4424,96704.0029048,18.3,394582.421425
4425,96560.1162532,18.3,394016.466085
4426,96512.8649423,18.3,393839.417766
4427,96716.8902573,18.3,394630.254917
4428,96541.1632011,18.3,393941.657854
4429,96710.2309114,18.3,394604.620578
4430,96636.0680875,18.3,394312.423997
4431,96592.5100617,18.3,394147.758107
4432,96702.8689,18.3,394575.6932
4433,96682.3649212,18.3,394493.335493
4434,96641.022549,18.3,394334.795301
4435,96750.2803188,18.3,394759.070118
4436,96663.3715902,18.3,394418.645492
4437,96778.2769705,18.3,394868.207402
4438,96759.0196347,18.3,394792.06851
4439,96718.1461366,18.3,394636.848966
4440,96827.0690823,18.3,395061.032469
4441,96740.3863817,18.3,394722.571919
4442,96854.6828558,18.3,395170.452069
4443,96834.5311345,18.3,395091.405081
4444,96792.4320436,18.3,394931.765825
4445,96899.7868585,18.3,395350.086504
4446,96877.3760826,18.3,395262.046914
4447,96833.7810053,18.3,395096.162871
4448,96939.7780629,18.3,395508.876508
4449,96850.6414863,18.3,395160.925983
4450,96962.3084622,18.3,395598.901695
4451,96939.9475858,18.3,395511.603629
4452,96895.979993,18.3,395345.251485
4453,97001.3685995,18.3,395756.59607
4454,96977.2805543,18.3,395662.676128
4455,96932.4331533,18.3,395492.535696
4456,97036.9079819,18.3,395900.136678
4457,97012.1057517,18.3,395803.330906
4458,96966.6757366,18.3,395630.878468
4459,97070.5129771,18.3,396036.109326
4460,96979.9235967,18.3,395683.284128
4461,97089.8225416,18.3,396115.302103
4462,97066.1662675,18.3,396023.921042
4463,97021.3755327,18.3,395855.128871
4464,97125.4732284,18.3,396262.289612
4465,97100.5917318,18.3,396166.10319
4466,97055.2620247,18.3,395994.883667
4467,97158.8547303,18.3,396399.884245
4468,97133.6201184,18.3,396302.245001
4469,97088.0188763,18.3,396129.792568
4470,97191.3070669,18.3,396533.488417
4471,97165.8147462,18.3,396434.773562
4472,97120.1068595,18.3,396261.90202
4473,97223.0922181,18.3,396664.568014
4474,97197.5396131,18.3,396565.694606
4475,97151.7539901,18.3,396392.65714
4476,97254.57496,18.3,396794.795435
4477,97164.1235759,18.3,396443.155043
4478,97273.2384095,18.3,396873.060708
4479,97249.4771991,18.3,396782.049688
4480,97204.8707371,18.3,396614.656248
4481,97308.5381032,18.3,397020.9429
4482,97283.7473425,18.3,396925.826824
4483,97238.9077632,18.3,396757.033366
4484,97342.2807203,18.3,397161.920552
4485,97317.3483188,18.3,397066.055584
4486,97272.3812574,18.3,396896.491108
4487,97375.6467032,18.3,397300.825768
4488,97350.6479575,18.3,397204.522298
4489,97370.2953673,18.3,397286.73998
4490,97318.8784016,18.3,397088.890235
4491,97420.0824521,18.3,397484.586462
4492,97393.955068,18.3,397382.99423
4493,97348.0498922,18.3,397209.024113
4494,97450.2931032,18.3,397608.798814
4495,97424.527605,18.3,397509.155454
4496,97378.9966253,18.3,397337.124444
4497,97481.3796587,18.3,397737.976046
4498,97455.8680226,18.3,397639.680418
4499,97410.6241384,18.3,397469.025449
4500,97512.2135738,18.2816666667,397866.916457
4501,97485.9014147,18.2633333333,397765.474363
4502,97439.5003325,18.245,397590.150057
4503,97540.1640741,18.2266666667,397984.07435
4504,97512.9662511,18.2083333333,397878.714923
4505,97465.8588082,18.19,397700.339856
4506,97565.7736269,18.1716666667,398091.28468
4507,97537.9439123,18.1533333333,397983.5097
4508,97554.5162966,18.135,398053.196859
4509,97500.1418478,18.1166666667,397843.245165
4510,97597.4859293,18.0983333333,398223.394566
4511,97567.8863357,18.08,398107.678092
4512,97518.6728287,18.0616666667,397920.309414
4513,97616.5037066,18.0433333333,398302.749648
4514,97586.8535814,18.025,398187.572965
4515,97537.577556,18.0066666667,398000.418916
4516,97635.2019305,17.9883333333,398382.411621
4517,97605.4064766,17.97,398266.878156
4518,97620.1489062,17.9516666667,398329.703284
4519,97564.2692717,17.9333333333,398113.982941
4520,97659.7907259,17.915,398487.510012
4521,97628.7411474,17.8966666667,398366.43069
4522,97578.3496544,17.8783333333,398174.707986
4523,97674.7315043,17.86,398551.617534
4524,97643.9100621,17.8416666667,398432.063824
4525,97657.6790962,17.8233333333,398490.94713
4526,97601.0058148,17.805,398272.183453
4527,97695.6255539,17.7866666667,398642.08267
4528,97663.7935806,17.7683333333,398517.928843
4529,97676.6402259,17.75,398572.727914
4530,97619.1765545,17.7316666667,398350.488709
4531,97712.8917555,17.7133333333,398716.625277
4532,97680.2986805,17.695,398589.218083
4533,97628.6062496,17.6766666667,398392.211179
4534,97723.4107118,17.6583333333,398762.990547
4535,97691.3263954,17.64,398638.418802
4536,97703.8509682,17.6216666667,398692.35462
4537,97646.1426281,17.6033333333,398469.396102
4538,97739.3687247,17.585,398833.848758
4539,97706.5320444,17.5666666667,398705.67195
4540,97718.3431868,17.5483333333,398756.334499
4541,97660.0204097,17.53,398530.58956
4542,97752.695043,17.5116666667,398892.659831
4543,97719.2413477,17.4933333333,398761.873601
4544,97730.5169099,17.475,398810.261149
4545,97671.8132362,17.4566666667,398582.787646
4546,97764.009789,17.4383333333,398942.786377
4547,97730.1251406,17.42,398810.211056
4548,97740.9720009,17.4016666667,398856.723733
4549,97681.886164,17.3833333333,398627.700368
4550,97773.5755138,17.365,398985.753447
4551,97739.3445131,17.3466666667,398851.642604
4552,97749.8460904,17.3283333333,398896.910226
4553,97690.4546072,17.31,398666.568465
4554,97781.7489812,17.2916666667,399022.972332
4555,97747.2416602,17.2733333333,398887.683654
4556,97757.3311182,17.255,398931.202766
4557,97761.2402714,17.2366666667,398947.686592
4558,97699.9266842,17.2183333333,398709.375775
4559,97789.9159684,17.2,399059.838354
4560,97755.0450371,17.2,398922.427621
4561,97765.7764518,17.2,398968.145897
4562,97707.6738068,17.2,398743.233703
4563,97801.0292639,17.2,399108.800128
4564,97769.5533734,17.2,398986.947066
4565,97783.6105941,17.2,399047.667456
4566,97792.1603277,17.2,399084.400698
4567,97736.4505645,17.2,398870.029512
4568,97832.6180992,17.2,399246.829976
4569,97803.5775236,17.2,399134.636246
4570,97820.0225369,17.2,399204.708548
4571,97830.7063924,17.2,399249.661301
4572,97777.0430272,17.2,399043.124077
4573,97875.012784,17.2,399426.741077
4574,97847.7892508,17.2,399321.275633
4575,97865.8300617,17.2,399397.304565
4576,97878.0545001,17.2,399447.869495
4577,97825.7922868,17.2,399246.49759
4578,97925.0154965,17.2,399634.724083
4579,97899.0118974,17.2,399533.618671
4580,97918.1534829,17.2,399613.574935
4581,97931.3987027,17.2,399667.825026
4582,97880.1327527,17.2,399470.000346
4583,97980.211885,17.2,399861.231406
4584,97955.0611605,17.2,399763.244597
4585,97975.0115176,17.2,399846.126593
4586,97989.013211,17.2,399903.15015
4587,98001.6940352,17.2,399954.53693
4588,97950.5454752,17.2,399756.264306
4589,98050.7137622,17.2,400147.055331
4590,98025.6714499,17.2,400048.861087
4591,98045.7573429,17.2,400131.808344
4592,98059.9075432,17.2,400188.9974
4593,98072.731386,17.2,400240.775713
4594,98021.7380715,17.2,400042.736815
4595,98121.955527,17.2,400433.538214
4596,98097.064816,17.2,400335.877389
4597,98117.3162134,17.2,400419.339119
4598,98131.63088,17.2,400477.137098
4599,98144.6178173,17.2,400529.481527
4600,98093.8258015,17.2,400332.402252
4601,98194.2668205,17.2,400723.921869
4602,98169.5614079,17.2,400627.016629
4603,98189.9479752,17.2,400711.066288
4604,98204.4164877,17.2,400769.471606
4605,98217.581985,17.2,400822.621839
4606,98167.0688563,17.2,400626.66041
4607,98267.6056827,17.2,401018.760175
4608,98243.0391783,17.2,400922.401572
4609,98263.5898218,17.2,401007.25917
4610,98278.2282513,17.2,401066.416782
4611,98291.5596225,17.2,401120.314699
4612,98304.2297501,17.2,401170.798939
4613,98316.2950106,17.2,401218.554252
4614,98264.9112181,17.2,401018.310425
4615,98364.7365209,17.2,401406.991837
4616,98339.468768,17.2,401307.543258
4617,98359.4374905,17.2,401389.794713
4618,98373.5501758,17.2,401446.7267
4619,98386.5940831,17.2,401499.355916
4620,98404.481097,17.2,401570.201936
4621,98417.0753615,17.2,401619.814383
4622,98364.7303931,17.2,401415.802269
4623,98463.142903,17.2,401798.633408
4624,98435.9857105,17.2,401691.336266
4625,98453.7439521,17.2,401764.335981
4626,98465.2327361,17.2,401810.315936
4627,98475.2820327,17.2,401850.444527
4628,98484.3860081,17.2,401886.184288
4629,98492.6861791,17.2,401918.317358
4630,98500.26186,17.2,401947.321849
4631,98444.2814306,17.2,401728.048175
4632,98539.2122857,17.2,402096.640267
4633,98508.955367,17.2,401976.882109
4634,98523.9144378,17.2,402038.641843
4635,98532.6960334,17.2,402074.106096
4636,98540.2554034,17.2,402104.713138
4637,98547.0718263,17.2,402131.779536
4638,98553.3653082,17.2,402156.456913
4639,98559.0671358,17.2,402178.485482
4640,98564.3414715,17.2,402198.589307
4641,98569.160535,17.2,402216.867474
4642,98573.5523073,17.2,402233.218202
4643,98514.6357591,17.2,402002.755293
4644,98606.8146634,17.2,402360.76187
4645,98574.1251227,17.2,402231.896878
4646,98586.7147897,17.2,402284.871054
4647,98593.5073179,17.2,402312.917863
4648,98599.1352156,17.2,402336.42469
4649,98604.2833102,17.2,402357.646144
4650,98610.7664609,17.2,402383.571144
4651,98617.2755039,17.2,402409.253105
4652,98623.4390903,17.2,402433.519445
4653,98629.2843852,17.2,402456.432576
4654,98634.816981,17.2,402477.991243
4655,98640.0729468,17.2,402498.425484
4656,98645.0706238,17.2,402517.838673
4657,98649.9728366,17.2,402536.902303
4658,98654.7159857,17.2,402555.375415
4659,98659.2837039,17.2,402573.188607
4660,98600.7551865,17.2,402344.892897
4661,98693.527841,17.2,402706.039991
4662,98661.7334265,17.2,402581.67012
4663,98675.4338183,17.2,402640.144537
4664,98683.6230009,17.2,402674.875604
4665,98690.9352331,17.2,402706.24798
4666,98697.9263276,17.2,402735.901875
4667,98704.676278,17.2,402764.225682
4668,98711.2496635,17.2,402791.60541
4669,98717.7223829,17.2,402818.431483
4670,98724.1083712,17.2,402844.809811
4671,98730.4245499,17.2,402870.882899
4672,98734.4761788,17.2,402888.083739
4673,98740.2065883,17.2,402911.810758
4674,98746.3466966,17.2,402936.961092
4675,98752.516116,17.2,402962.289347
4676,98758.6925004,17.2,402987.762186
4677,98764.8878837,17.2,403013.254234
4678,98771.1113202,17.2,403038.880712
4679,98777.3663233,17.2,403064.785444
4680,98799.6396555,17.275,403153.149436
4681,98806.8592045,17.35,403186.505354
4682,98812.5774022,17.425,403217.299663
4683,98817.9611673,17.5,403248.383842
4684,98823.1986357,17.575,403280.178358
4685,98828.2311113,17.65,403312.381083
4686,98833.1624384,17.725,403345.116337
4687,98838.1456964,17.8,403378.673997
4688,98843.186811,17.875,403412.81229
4689,98848.3302093,17.95,403447.497982
4690,98851.6081253,18.025,403474.949119
4691,98856.7657276,18.1,403509.648716
4692,98862.2877823,18.175,403545.493669
4693,98868.2274574,18.25,403582.747754
4694,98874.1155056,18.325,403619.50787
4695,98880.4933401,18.4,403657.834947
4696,98887.3598929,18.475,403697.6808
4697,98894.5001903,18.55,403738.259571
4698,98902.2014619,18.625,403780.657716
4699,98910.2714443,18.7,403824.116681
4700,98918.7481208,18.775,403868.808708
4701,98927.6490767,18.85,403914.793978
4702,98936.9549135,18.925,403962.006894
4703,98946.5585747,19.0,404010.080489
4704,98974.395465,19.075,404128.871669
4705,99219.9642919,19.15,405138.692604
4706,100283.839995,19.225,409464.658857
4707,99599.2278405,19.3,406684.395308
4708,100441.070207,19.375,410146.581214
4709,100715.545362,19.45,411256.925204
4710,101004.532842,19.525,412450.818303
4711,101289.913497,19.6,413629.653257
4712,101575.606251,19.675,414811.463375
4713,102368.94541,19.75,418061.232021
4714,102748.791353,19.825,419617.637286
4715,103047.544987,19.9,420861.368185
4716,103350.127279,19.975,422122.517765
4717,103656.032792,20.05,423396.605585
4718,103963.722894,20.125,424677.645391
4719,104271.901596,20.2,425960.391606
4720,104580.739968,20.275,427245.542359
4721,104890.022784,20.35,428532.29218
4722,105199.982315,20.425,429821.586597
4723,106336.276215,20.5,434447.317411
4724,105528.248659,20.575,431203.589486
4725,106304.406362,20.65,434417.314311
4726,107174.909776,20.725,435326.967238
4727,107464.795837,20.8,436567.515394
4728,107766.713504,20.875,437842.053251
4729,108069.637454,20.95,439114.154047
4730,108373.906692,21.025,440387.793854
4731,108679.718961,21.1,441664.752946
4732,108755.863038,21.175,442944.909953
4733,108755.863038,21.25,444229.143279
4734,108755.863038,21.325,449031.215382
4735,108755.863038,21.4,445668.066446
4736,108755.863038,21.475,448985.894255
4737,108755.863038,21.55,449854.562029
4738,108755.863038,21.625,451105.225775
4739,108755.863038,21.7,452390.884025
4740,108755.863038,21.745,454607.995844
4741,108755.863038,21.79,455808.306294
4742,108755.863038,21.835,456911.766917
4743,108755.863038,21.88,458039.346949
4744,108755.863038,21.925,462714.558069
4745,108755.863038,21.97,459046.621144
4746,108755.863038,22.015,462377.29073
4747,108755.863038,22.06,463120.957308
4748,108755.863038,22.105,464229.797049
4749,108755.863038,22.15,465380.470027
4750,108755.863038,22.195,466539.792747
4751,108755.863038,22.24,467705.137691
4752,108755.863038,22.285,472420.25656
4753,108755.863038,22.33,468787.483382
4754,108755.863038,22.375,472117.362572
4755,108755.863038,22.42,472886.559132
4756,108755.863038,22.465,474015.646128
4757,108755.863038,22.51,475185.110231
4758,108755.863038,22.555,476362.004086
4759,108755.863038,22.6,481099.314758
4760,108755.863038,22.645,477483.083621
4761,108755.863038,22.69,480811.873807
4762,108755.863038,22.735,481593.36055
4763,108755.863038,22.78,482730.611296
4764,108755.863038,22.825,483908.919374
4765,108755.863038,22.87,485091.048219
4766,108755.863038,22.915,489850.281458
4767,108755.863038,22.96,486250.124227
4768,108755.863038,23.005,489577.824652
4769,108755.863038,23.05,490372.050865
4770,108755.863038,23.095,491334.881493
4771,108755.863038,23.14,492299.91585
4772,108755.863038,23.185,497008.572603
4773,108755.863038,23.23,493039.203618
4774,108755.863038,23.275,496127.454987
4775,108755.878542,23.32,496696.009088
4776,108773.76671,23.365,497606.358422
4777,108814.038469,23.41,498545.22579
4778,108867.887631,23.455,505008.656202
4779,108931.605981,23.5,499298.531639
4780,109002.78039,23.545,502300.186307
4781,109079.62798,23.59,502847.002083
4782,109160.793412,23.635,503733.28499
4783,109245.239156,23.68,504653.020876
4784,109332.171044,23.725,514823.236384
4785,109420.987779,23.77,506789.522575
4786,109511.224243,23.815,509383.362485
4787,109602.525831,23.86,509449.79488
4788,109694.627102,23.905,509930.209731
4789,109787.320269,23.95,520581.146245
4790,109880.440575,23.995,509933.442985
4791,109973.870311,24.04,512609.284605
4792,110067.51485,24.085,512706.570477
4793,110161.306619,24.13,513223.991525
4794,110255.191234,24.175,526614.826263
4795,110349.126408,24.22,513222.778911
4796,110443.085096,24.265,515873.478472
4797,110537.038623,24.31,515964.40812
4798,110630.966258,24.355,516441.114603
4799,110724.856341,24.4,533094.526799
4800,110814.240472,24.465,689658.428933
4801,115761.975663,24.53,742878.269729
4802,115491.650054,24.595,735966.472463
4803,119931.834427,24.66,792682.863978
4804,114250.743052,24.725,715584.902269
4805,116829.161079,24.79,756909.681332
4806,116871.107921,24.855,750649.466263
4807,117048.151637,24.92,752998.645765
4808,121880.786744,24.985,810392.494421
4809,116084.61782,25.05,731180.36704
4810,118776.247014,25.115,772859.295939
4811,118856.085155,25.18,766122.915922
4812,123740.517012,25.245,824622.033487
4813,117771.807938,25.31,743750.293255
4814,120553.46647,25.375,786193.444191
4815,120637.071361,25.44,779191.145396
4816,125709.512968,25.505,839008.25825
4817,119498.053459,25.57,756131.707493
4818,122424.526959,25.635,800192.774383
4819,122469.057072,25.7,792430.141565
4820,122676.584051,25.765,794790.21999
4821,128038.570296,25.83,855097.181515
4822,121530.53063,25.895,770299.227272
4823,124594.925966,25.96,815839.079414
4824,124673.004277,26.025,808297.299534
4825,129973.303316,26.09,869063.845899
4826,123299.314101,26.155,783341.241438
4827,126423.509892,26.22,829405.205957
4828,126478.816205,26.285,821551.483358
4829,131855.365473,26.35,882536.673074
4830,125029.440552,26.415,796238.617154
4831,128173.406614,26.48,842350.706912
4832,133489.150874,26.545,893121.828496
4833,126357.766303,26.61,806568.963665
4834,129560.452133,26.675,853026.79277
4835,129587.770492,26.74,844905.489706
4836,135073.861329,26.805,906113.501856
4837,128006.709782,26.87,818992.136338
4838,131204.187753,26.935,865486.489211
4839,131210.001204,27.0,857178.338489
4840,136750.087714,27.065,918531.164152
4841,129568.568526,27.13,831100.661307
4842,132790.470248,27.195,877799.765982
4843,138311.504151,27.26,929023.226949
4844,130832.730735,27.325,841521.390858
4845,134090.641321,27.39,888339.488394
4846,134077.636386,27.455,879873.320498
4847,139722.950415,27.52,941590.599223
4848,132341.145315,27.585,853524.470717
4849,135582.883152,27.65,900404.550836
4850,141207.413721,27.715,951751.919592
4851,133512.106235,27.78,863520.102371
4852,136792.467761,27.845,910577.421377
4853,136767.776123,27.91,902033.630103
4854,142518.292752,27.975,964244.680384
4855,134959.075197,28.04,875618.921905
4856,138225.601649,28.105,922790.155443
4857,143957.970361,28.17,974400.931783
4858,136076.893993,28.235,885604.796727
4859,139361.000275,28.3,932734.64239
4860,145083.589217,28.31,984091.966384
4861,137093.766301,28.32,895126.690056
4862,140315.213561,28.33,942161.887946
4863,140168.246753,28.34,933023.885482
4864,145911.835284,28.35,995336.621576
4865,138029.30489,28.36,905478.055329
4866,141191.645842,28.37,952613.385769
4867,146913.404777,28.38,1004137.91904
4868,138712.985477,28.39,914104.973908
4869,141888.933873,28.4,961278.808184
4870,147630.016036,28.41,1012881.9844
4871,139386.452944,28.42,922658.587057
4872,142573.727361,28.43,970079.223852
4873,148353.987776,28.44,1021899.33186
4874,140064.519245,28.45,931412.219814
4875,143237.838093,28.46,978808.479038
4876,149028.942471,28.47,1030586.45015
4877,140882.611906,28.48,941849.6423
4878,144078.456491,28.49,989296.027506
4879,149897.327631,28.5,1041173.72504
4880,141507.991513,28.51,950116.664511
4881,144687.502018,28.52,997832.219891
4882,150551.580882,28.53,1049958.62615
4883,142131.886946,28.54,958713.930576
4884,145303.454406,28.55,1006473.0931
4885,151175.490119,28.56,1058536.98564
4886,142704.90132,28.57,966909.351037
4887,145866.633309,28.58,1014722.94439
4888,151758.941051,28.59,1066866.2048
4889,143257.800518,28.6,975022.910431
4890,146386.150767,28.61,1022621.49408
4891,152258.070929,28.62,1074488.04638
4892,143685.14344,28.63,981989.410845
4893,146789.020153,28.64,1029532.28497
4894,152662.15487,28.65,1081343.43569
4895,144055.429754,28.66,988507.122859
4896,147147.595351,28.67,1036089.00418
4897,153029.850142,28.68,1087932.60752
4898,144400.200012,28.69,994843.448938
4899,147490.501569,28.7,1042557.89348
4900,153401.315725,28.71,1094620.56463
4901,144765.918933,28.72,1001426.81907
4902,147852.214331,28.73,1049224.94364
4903,153763.257188,28.74,1101213.24236
4904,145091.668609,28.75,1007632.09213
4905,154345.00589,28.76,1118702.99496
4906,145745.176052,28.77,1013189.32733
4907,148525.391931,28.78,1061247.4691
4908,154501.326195,28.79,1113388.36946
4909,145791.645869,28.8,1019445.64253
4910,148865.905046,28.81,1067523.46805
4911,154822.187565,28.82,1119746.97984
4912,146090.446757,28.83,1025496.36395
4913,149143.599409,28.84,1073518.44227
4914,155016.973403,28.85,1124859.62406
4915,146250.383411,28.86,1030287.41491
4916,155527.409267,28.87,1142240.15726
4917,146896.346308,28.88,1035724.14139
4918,149654.140474,28.89,1084254.4078
4919,155691.827716,28.9,1136763.58037
4920,146933.995781,28.9183333333,1042007.03479
4921,150024.39307,28.9366666667,1090520.21466
4922,156065.636066,28.955,1142962.96378
4923,147309.381189,28.9733333333,1047861.81443
4924,156669.883584,28.9916666667,1160497.34264
4925,148046.844936,29.01,1053150.4367
4926,150834.851866,29.0283333333,1101896.57457
4927,156981.125197,29.0466666667,1154557.33121
4928,148198.624242,29.065,1059156.89658
4929,151308.945952,29.0833333333,1107841.68326
4930,157435.116878,29.1016666667,1160523.33758
4931,148624.708512,29.12,1064814.67362
4932,158053.036179,29.1383333333,1178145.4702
4933,149386.084387,29.1566666667,1070006.5637
4934,152163.916236,29.175,1118999.34831
4935,158369.137362,29.1933333333,1171774.49669
4936,149507.005394,29.2116666667,1075688.91931
4937,158990.215327,29.23,1189634.84232
4938,150299.39089,29.2483333333,1081094.35011
